timestamp,temperature_celsius,cloud_cover_percentage,panel_age_in_days,days_since_cleaning,ideal_power_kw,actual_power_kw,energy_loss_kw
2023-05-26 16:00:00,27.736,20.44,145,2.5,7.087,7.02,0.067
2023-05-26 17:00:00,24.803,89.742,145,2.542,2.0,1.981,0.019
2023-05-26 18:00:00,23.239,21.751,145,2.583,5.789,5.733,0.056
2023-05-26 19:00:00,21.598,63.667,145,2.625,2.858,2.83,0.028
2023-05-26 20:00:00,23.466,88.077,145,2.667,1.33,1.317,0.013
2023-05-26 21:00:00,18.815,3.491,145,2.708,3.715,3.678,0.038
2023-05-26 22:00:00,19.366,82.879,145,2.75,0.801,0.792,0.008
2023-05-26 23:00:00,18.878,41.06,145,2.792,0.859,0.85,0.009
2023-05-27 00:00:00,17.708,65.797,146,2.833,0.0,0.0,0.0
2023-05-27 01:00:00,16.137,37.24,146,2.875,0.9,0.891,0.01
2023-05-27 02:00:00,20.028,69.552,146,2.917,1.088,1.076,0.012
2023-05-27 03:00:00,20.054,25.429,146,2.958,3.016,2.983,0.033
2023-05-27 04:00:00,22.212,2.193,146,3.0,4.909,4.855,0.054
2023-05-27 05:00:00,21.351,94.779,146,3.042,1.279,1.265,0.014
2023-05-27 06:00:00,26.154,1.637,146,3.083,6.934,6.857,0.078
2023-05-27 07:00:00,23.252,82.41,146,3.125,2.485,2.457,0.028
2023-05-27 08:00:00,29.636,16.914,146,3.167,7.267,7.184,0.083
2023-05-27 09:00:00,23.752,39.222,146,3.208,6.219,6.147,0.072
2023-05-27 10:00:00,28.912,82.249,146,3.25,2.979,2.944,0.035
2023-05-27 11:00:00,29.492,20.593,146,3.292,8.029,7.933,0.095
2023-05-27 12:00:00,27.121,86.571,146,3.333,2.756,2.723,0.033
2023-05-27 13:00:00,29.39,49.776,146,3.375,5.675,5.606,0.069
2023-05-27 14:00:00,30.601,36.615,146,3.417,6.524,6.444,0.08
2023-05-27 15:00:00,22.814,66.244,146,3.458,4.139,4.088,0.051
2023-05-27 16:00:00,27.217,34.139,146,3.5,6.128,6.051,0.076
2023-05-27 17:00:00,20.019,34.729,146,3.542,5.638,5.566,0.071
2023-05-27 18:00:00,21.781,73.353,146,3.583,2.749,2.714,0.035
2023-05-27 19:00:00,25.676,30.983,146,3.625,4.501,4.443,0.058
2023-05-27 20:00:00,20.048,20.077,146,3.667,4.163,4.109,0.054
2023-05-27 21:00:00,17.829,80.765,146,3.708,1.251,1.235,0.016
2023-05-27 22:00:00,18.986,80.537,146,3.75,0.851,0.84,0.011
2023-05-27 23:00:00,23.018,49.759,146,3.792,0.764,0.754,0.01
2023-05-28 00:00:00,15.151,52.666,147,3.833,0.0,0.0,0.0
2023-05-28 01:00:00,16.882,69.608,147,3.875,0.548,0.541,0.007
2023-05-28 02:00:00,22.479,50.927,147,3.917,1.49,1.469,0.02
2023-05-28 03:00:00,23.994,41.704,147,3.958,2.497,2.462,0.035
2023-05-28 04:00:00,21.108,99.489,147,4.0,0.855,0.843,0.012
2023-05-28 05:00:00,20.042,14.764,147,4.042,5.339,5.263,0.075
2023-05-28 06:00:00,28.006,59.273,147,4.083,3.525,3.474,0.05
2023-05-28 07:00:00,28.298,88.586,147,4.125,2.043,2.013,0.029
2023-05-28 08:00:00,27.672,68.722,147,4.167,3.651,3.598,0.053
2023-05-28 09:00:00,25.725,88.092,147,4.208,2.448,2.412,0.036
2023-05-28 10:00:00,28.047,33.633,147,4.25,6.846,6.745,0.101
2023-05-28 11:00:00,28.323,27.199,147,4.292,7.54,7.428,0.112
2023-05-28 12:00:00,29.476,85.127,147,4.333,2.841,2.798,0.043
2023-05-28 13:00:00,31.546,39.411,147,4.375,6.44,6.343,0.097
2023-05-28 14:00:00,29.904,70.968,147,4.417,3.85,3.791,0.059
2023-05-28 15:00:00,25.195,14.775,147,4.458,8.093,7.969,0.124
2023-05-28 16:00:00,29.068,75.584,147,4.5,3.14,3.092,0.049
2023-05-28 17:00:00,25.735,54.898,147,4.542,4.288,4.221,0.067
2023-05-28 18:00:00,25.189,26.861,147,4.583,5.483,5.397,0.086
2023-05-28 19:00:00,25.454,49.45,147,4.625,3.571,3.514,0.057
2023-05-28 20:00:00,19.091,69.694,147,4.667,2.096,2.063,0.034
2023-05-28 21:00:00,20.207,1.189,147,4.708,3.789,3.728,0.061
2023-05-28 22:00:00,18.422,63.747,147,4.75,1.213,1.194,0.02
2023-05-28 23:00:00,15.849,54.159,147,4.792,0.716,0.704,0.012
2023-05-29 00:00:00,19.607,22.029,148,4.833,0.0,0.0,0.0
2023-05-29 01:00:00,24.107,75.298,148,4.875,0.486,0.478,0.008
2023-05-29 02:00:00,15.903,30.346,148,4.917,1.934,1.901,0.032
2023-05-29 03:00:00,20.313,27.686,148,4.958,2.944,2.894,0.05
2023-05-29 04:00:00,22.694,47.122,148,5.0,3.037,2.985,0.052
2023-05-29 05:00:00,22.865,67.615,148,5.042,2.657,2.612,0.046
2023-05-29 06:00:00,23.687,92.885,148,5.083,1.598,1.57,0.028
2023-05-29 07:00:00,22.609,14.136,148,5.125,6.999,6.877,0.122
2023-05-29 08:00:00,26.879,39.647,148,5.167,5.745,5.644,0.101
2023-05-29 09:00:00,25.935,6.699,148,5.208,8.682,8.529,0.153
2023-05-29 10:00:00,23.863,75.855,148,5.25,3.553,3.49,0.063
2023-05-29 11:00:00,31.132,44.773,148,5.292,6.025,5.917,0.108
2023-05-29 12:00:00,30.83,70.693,148,5.333,3.989,3.917,0.072
2023-05-29 13:00:00,28.846,32.219,148,5.375,7.113,6.984,0.129
2023-05-29 14:00:00,28.701,84.432,148,5.417,2.81,2.759,0.051
2023-05-29 15:00:00,29.597,53.483,148,5.458,5.003,4.912,0.092
2023-05-29 16:00:00,26.862,94.361,148,5.5,1.833,1.799,0.034
2023-05-29 17:00:00,27.015,7.881,148,5.542,7.338,7.201,0.137
2023-05-29 18:00:00,23.318,51.428,148,5.583,4.041,3.965,0.076
2023-05-29 19:00:00,25.243,76.646,148,5.625,2.197,2.155,0.041
2023-05-29 20:00:00,22.055,60.015,148,5.667,2.499,2.452,0.047
2023-05-29 21:00:00,20.766,2.319,148,5.708,3.753,3.681,0.072
2023-05-29 22:00:00,17.043,97.234,148,5.75,0.491,0.482,0.009
2023-05-29 23:00:00,19.657,29.826,148,5.792,0.981,0.962,0.019
2023-05-30 00:00:00,17.344,24.928,149,5.833,0.0,0.0,0.0
2023-05-30 01:00:00,17.901,48.566,149,5.875,0.777,0.762,0.015
2023-05-30 02:00:00,18.047,54.216,149,5.917,1.419,1.391,0.028
2023-05-30 03:00:00,18.34,76.629,149,5.958,1.383,1.356,0.027
2023-05-30 04:00:00,25.757,39.327,149,6.0,3.349,3.282,0.067
2023-05-30 05:00:00,25.376,43.996,149,6.042,3.848,3.771,0.077
2023-05-30 06:00:00,27.848,53.496,149,6.083,3.863,3.785,0.078
2023-05-30 07:00:00,22.856,39.439,149,6.125,5.326,5.218,0.109
2023-05-30 08:00:00,26.65,91.455,149,6.167,2.043,2.001,0.042
2023-05-30 09:00:00,24.956,85.125,149,6.208,2.685,2.63,0.055
2023-05-30 10:00:00,26.946,45.497,149,6.25,5.939,5.815,0.123
2023-05-30 11:00:00,27.001,0.019,149,0.0,9.814,9.794,0.02
2023-05-30 12:00:00,31.487,90.093,149,0.042,2.411,2.406,0.005
2023-05-30 13:00:00,28.045,12.434,149,0.083,8.752,8.732,0.02
2023-05-30 14:00:00,30.474,24.451,149,0.125,7.481,7.462,0.018
2023-05-30 15:00:00,28.751,15.236,149,0.167,7.914,7.894,0.02
2023-05-30 16:00:00,31.115,17.982,149,0.208,7.137,7.118,0.019
2023-05-30 17:00:00,22.343,80.288,149,0.25,2.625,2.618,0.007
2023-05-30 18:00:00,26.526,57.95,149,0.292,3.628,3.618,0.011
2023-05-30 19:00:00,25.006,95.61,149,0.333,1.237,1.234,0.004
2023-05-30 20:00:00,19.561,23.145,149,0.375,4.036,4.023,0.013
2023-05-30 21:00:00,22.486,48.563,149,0.417,2.278,2.271,0.007
2023-05-30 22:00:00,20.35,97.743,149,0.458,0.48,0.478,0.002
2023-05-30 23:00:00,18.723,82.644,149,0.5,0.406,0.405,0.001
2023-05-31 00:00:00,17.45,72.862,150,0.542,0.0,0.0,0.0
2023-05-31 01:00:00,17.83,18.898,150,0.583,1.1,1.096,0.004
2023-05-31 02:00:00,23.867,76.941,150,0.625,0.929,0.925,0.004
2023-05-31 03:00:00,20.564,34.757,150,0.667,2.718,2.707,0.011
2023-05-31 04:00:00,23.162,53.054,150,0.708,2.789,2.778,0.012
2023-05-31 05:00:00,21.222,60.916,150,0.75,2.997,2.984,0.013
2023-05-31 06:00:00,22.538,60.936,150,0.792,3.48,3.465,0.015
2023-05-31 07:00:00,27.556,72.652,150,0.833,3.09,3.076,0.014
2023-05-31 08:00:00,23.899,66.17,150,0.875,3.885,3.867,0.018
2023-05-31 09:00:00,26.803,6.837,150,0.917,8.634,8.592,0.041
2023-05-31 10:00:00,28.496,45.735,150,0.958,5.873,5.844,0.029
2023-05-31 11:00:00,29.15,66.402,150,1.0,4.336,4.314,0.022
2023-05-31 12:00:00,28.74,29.599,150,1.042,7.393,7.354,0.038
2023-05-31 13:00:00,29.719,31.306,150,1.083,7.155,7.117,0.038
2023-05-31 14:00:00,29.814,12.457,150,1.125,8.448,8.402,0.046
2023-05-31 15:00:00,29.103,41.861,150,1.167,5.892,5.86,0.033
2023-05-31 16:00:00,24.626,98.683,150,1.208,1.538,1.53,0.009
2023-05-31 17:00:00,24.824,28.532,150,1.25,6.047,6.012,0.035
2023-05-31 18:00:00,26.487,53.144,150,1.292,3.91,3.887,0.023
2023-05-31 19:00:00,24.593,74.324,150,1.333,2.317,2.303,0.014
2023-05-31 20:00:00,18.852,1.35,150,1.375,4.944,4.913,0.031
2023-05-31 21:00:00,21.265,90.044,150,1.417,0.955,0.949,0.006
2023-05-31 22:00:00,15.811,38.655,150,1.458,1.754,1.743,0.011
2023-05-31 23:00:00,19.362,86.912,150,1.5,0.36,0.358,0.002
2023-06-01 00:00:00,22.979,3.895,151,1.542,0.0,0.0,0.0
2023-06-01 01:00:00,17.459,14.566,151,1.583,1.147,1.139,0.008
2023-06-01 02:00:00,18.185,32.253,151,1.625,1.893,1.879,0.013
2023-06-01 03:00:00,22.176,34.546,151,1.667,2.725,2.706,0.019
2023-06-01 04:00:00,18.598,84.779,151,1.708,1.468,1.457,0.011
2023-06-01 05:00:00,21.624,1.12,151,1.75,6.031,5.987,0.044
2023-06-01 06:00:00,25.377,64.111,151,1.792,3.287,3.263,0.024
2023-06-01 07:00:00,24.209,13.131,151,1.833,7.065,7.012,0.053
2023-06-01 08:00:00,26.212,82.322,151,1.875,2.703,2.682,0.021
2023-06-01 09:00:00,29.208,77.857,151,1.917,3.176,3.152,0.025
2023-06-01 10:00:00,29.357,49.992,151,1.958,5.512,5.469,0.044
2023-06-01 11:00:00,29.547,21.269,151,2.0,7.972,7.908,0.064
2023-06-01 12:00:00,28.506,63.45,151,2.042,4.63,4.592,0.038
2023-06-01 13:00:00,29.754,15.626,151,2.083,8.418,8.349,0.07
2023-06-01 14:00:00,28.267,19.002,151,2.125,7.997,7.929,0.067
2023-06-01 15:00:00,28.635,62.669,151,2.167,4.334,4.297,0.037
2023-06-01 16:00:00,25.69,99.123,151,2.208,1.501,1.488,0.013
2023-06-01 17:00:00,25.113,89.106,151,2.25,2.041,2.023,0.018
2023-06-01 18:00:00,22.204,59.311,151,2.292,3.576,3.544,0.032
2023-06-01 19:00:00,22.82,53.854,151,2.333,3.356,3.325,0.03
2023-06-01 20:00:00,20.062,99.838,151,2.375,0.84,0.832,0.008
2023-06-01 21:00:00,18.42,54.74,151,2.417,2.081,2.062,0.019
2023-06-01 22:00:00,20.371,42.012,151,2.458,1.682,1.666,0.016
2023-06-01 23:00:00,19.78,90.956,151,2.5,0.316,0.313,0.003
2023-06-02 00:00:00,20.832,23.418,152,2.542,0.0,0.0,0.0
2023-06-02 01:00:00,18.574,9.753,152,2.583,1.199,1.187,0.012
2023-06-02 02:00:00,20.752,63.409,152,2.625,1.221,1.208,0.012
2023-06-02 03:00:00,21.832,9.585,152,2.667,3.521,3.486,0.035
2023-06-02 04:00:00,22.655,37.315,152,2.708,3.445,3.41,0.035
2023-06-02 05:00:00,21.32,42.358,152,2.75,3.939,3.898,0.041
2023-06-02 06:00:00,24.565,54.754,152,2.792,3.845,3.805,0.04
2023-06-02 07:00:00,26.288,99.166,152,2.833,1.369,1.354,0.014
2023-06-02 08:00:00,26.78,22.098,152,2.875,7.003,6.928,0.075
2023-06-02 09:00:00,23.628,37.576,152,2.917,6.346,6.277,0.069
2023-06-02 10:00:00,28.917,13.224,152,2.958,8.426,8.334,0.092
2023-06-02 11:00:00,33.521,60.761,152,3.0,4.686,4.634,0.052
2023-06-02 12:00:00,28.546,72.767,152,3.042,3.866,3.823,0.043
2023-06-02 13:00:00,27.639,48.208,152,3.083,5.853,5.787,0.066
2023-06-02 14:00:00,29.343,24.583,152,3.125,7.514,7.428,0.086
2023-06-02 15:00:00,28.426,62.089,152,3.167,4.382,4.332,0.051
2023-06-02 16:00:00,29.151,53.916,152,3.208,4.67,4.616,0.055
2023-06-02 17:00:00,23.044,17.119,152,3.25,6.802,6.721,0.08
2023-06-02 18:00:00,25.729,40.568,152,3.292,4.664,4.608,0.056
2023-06-02 19:00:00,24.153,43.52,152,3.333,3.88,3.833,0.047
2023-06-02 20:00:00,21.482,98.262,152,3.375,0.906,0.895,0.011
2023-06-02 21:00:00,21.408,84.929,152,3.417,1.118,1.105,0.014
2023-06-02 22:00:00,21.995,73.437,152,3.458,1.004,0.992,0.012
2023-06-02 23:00:00,21.181,88.878,152,3.5,0.339,0.334,0.004
2023-06-03 00:00:00,17.057,73.548,153,3.542,0.0,0.0,0.0
2023-06-03 01:00:00,21.154,90.34,153,3.583,0.323,0.318,0.004
2023-06-03 02:00:00,19.884,5.455,153,3.625,2.471,2.439,0.032
2023-06-03 03:00:00,20.954,45.607,153,3.667,2.372,2.341,0.031
2023-06-03 04:00:00,21.99,74.69,153,3.708,1.888,1.863,0.025
2023-06-03 05:00:00,22.749,58.33,153,3.75,3.129,3.087,0.042
2023-06-03 06:00:00,26.727,17.517,153,3.792,5.987,5.906,0.081
2023-06-03 07:00:00,25.47,34.049,153,3.833,5.669,5.592,0.077
2023-06-03 08:00:00,24.604,31.777,153,3.875,6.367,6.28,0.087
2023-06-03 09:00:00,27.092,26.135,153,3.917,7.151,7.052,0.099
2023-06-03 10:00:00,29.031,34.314,153,3.958,6.758,6.664,0.094
2023-06-03 11:00:00,31.632,51.485,153,4.0,5.473,5.396,0.077
2023-06-03 12:00:00,30.55,85.487,153,4.042,2.796,2.757,0.04
2023-06-03 13:00:00,27.472,74.203,153,4.083,3.737,3.683,0.054
2023-06-03 14:00:00,33.644,83.525,153,4.125,2.809,2.769,0.041
2023-06-03 15:00:00,28.409,88.36,153,4.167,2.394,2.36,0.035
2023-06-03 16:00:00,29.394,41.615,153,4.208,5.533,5.451,0.081
2023-06-03 17:00:00,25.334,34.603,153,4.25,5.636,5.553,0.084
2023-06-03 18:00:00,25.41,5.762,153,4.292,6.718,6.617,0.1
2023-06-03 19:00:00,24.728,93.049,153,4.333,1.367,1.347,0.021
2023-06-03 20:00:00,24.28,6.582,153,4.375,4.726,4.654,0.072
2023-06-03 21:00:00,22.923,74.114,153,4.417,1.463,1.441,0.022
2023-06-03 22:00:00,21.758,37.811,153,4.458,1.773,1.745,0.027
2023-06-03 23:00:00,18.884,94.878,153,4.5,0.273,0.269,0.004
2023-06-04 00:00:00,18.273,41.96,154,4.542,0.0,0.0,0.0
2023-06-04 01:00:00,20.253,81.661,154,4.583,0.417,0.41,0.007
2023-06-04 02:00:00,21.953,28.265,154,4.625,1.979,1.947,0.032
2023-06-04 03:00:00,20.436,29.909,154,4.667,2.873,2.827,0.046
2023-06-04 04:00:00,24.047,59.552,154,4.708,2.519,2.478,0.041
2023-06-04 05:00:00,26.028,99.798,154,4.75,1.02,1.003,0.017
2023-06-04 06:00:00,22.584,51.757,154,4.792,4.021,3.955,0.066
2023-06-04 07:00:00,24.037,93.631,154,4.833,1.743,1.714,0.029
2023-06-04 08:00:00,26.636,78.625,154,4.875,2.962,2.912,0.049
2023-06-04 09:00:00,28.568,79.586,154,4.917,3.056,3.005,0.051
2023-06-04 10:00:00,27.698,43.596,154,4.958,6.067,5.964,0.103
2023-06-04 11:00:00,31.951,38.654,154,5.0,6.487,6.376,0.111
2023-06-04 12:00:00,30.265,19.192,154,5.042,8.18,8.039,0.141
2023-06-04 13:00:00,29.325,96.394,154,5.083,1.908,1.875,0.033
2023-06-04 14:00:00,25.875,95.939,154,5.125,1.928,1.895,0.034
2023-06-04 15:00:00,25.321,74.707,154,5.167,3.482,3.42,0.061
2023-06-04 16:00:00,27.479,29.625,154,5.208,6.441,6.327,0.114
2023-06-04 17:00:00,21.446,24.518,154,5.25,6.313,6.2,0.113
2023-06-04 18:00:00,26.442,98.861,154,5.292,1.237,1.214,0.022
2023-06-04 19:00:00,22.807,6.654,154,5.333,5.75,5.646,0.104
2023-06-04 20:00:00,28.403,84.356,154,5.375,1.46,1.433,0.027
2023-06-04 21:00:00,25.497,35.546,154,5.417,2.687,2.637,0.049
2023-06-04 22:00:00,19.724,41.887,154,5.458,1.685,1.654,0.031
2023-06-04 23:00:00,19.375,83.198,154,5.5,0.4,0.393,0.007
2023-06-05 00:00:00,21.477,9.06,155,5.542,0.0,0.0,0.0
2023-06-05 01:00:00,23.063,35.417,155,0.0,0.92,0.918,0.002
2023-06-05 02:00:00,16.88,95.202,155,0.042,0.535,0.534,0.001
2023-06-05 03:00:00,17.378,69.907,155,0.083,1.597,1.594,0.004
2023-06-05 04:00:00,20.742,75.494,155,0.125,1.854,1.85,0.005
2023-06-05 05:00:00,24.357,75.751,155,0.167,2.245,2.239,0.006
2023-06-05 06:00:00,25.48,6.057,155,0.208,6.698,6.68,0.018
2023-06-05 07:00:00,27.92,20.321,155,0.25,6.494,6.475,0.019
2023-06-05 08:00:00,24.587,49.126,155,0.292,5.115,5.1,0.015
2023-06-05 09:00:00,23.389,36.815,155,0.333,6.404,6.384,0.02
2023-06-05 10:00:00,30.532,41.091,155,0.375,6.176,6.156,0.02
2023-06-05 11:00:00,27.659,78.145,155,0.417,3.412,3.401,0.012
2023-06-05 12:00:00,25.449,1.468,155,0.458,9.855,9.821,0.034
2023-06-05 13:00:00,29.606,66.049,155,0.5,4.355,4.339,0.016
2023-06-05 14:00:00,30.403,0.011,155,0.542,9.397,9.362,0.035
2023-06-05 15:00:00,27.778,6.306,155,0.583,8.632,8.598,0.033
2023-06-05 16:00:00,26.07,40.829,155,0.625,5.683,5.66,0.023
2023-06-05 17:00:00,25.461,84.095,155,0.667,2.368,2.359,0.01
2023-06-05 18:00:00,23.745,14.5,155,0.708,6.217,6.19,0.026
2023-06-05 19:00:00,20.496,55.462,155,0.75,3.274,3.26,0.014
2023-06-05 20:00:00,20.557,67.851,155,0.792,2.173,2.163,0.01
2023-06-05 21:00:00,21.993,22.953,155,0.833,3.095,3.081,0.014
2023-06-05 22:00:00,20.799,51.233,155,0.875,1.483,1.476,0.007
2023-06-05 23:00:00,19.993,91.141,155,0.917,0.314,0.312,0.002
2023-06-06 00:00:00,17.561,51.223,156,0.958,0.0,0.0,0.0
2023-06-06 01:00:00,19.358,15.732,156,1.0,1.134,1.128,0.006
2023-06-06 02:00:00,15.867,62.781,156,1.042,1.234,1.228,0.006
2023-06-06 03:00:00,21.372,59.22,156,1.083,1.938,1.928,0.01
2023-06-06 04:00:00,24.909,2.695,156,1.125,4.888,4.861,0.027
2023-06-06 05:00:00,20.309,9.059,156,1.167,5.628,5.596,0.032
2023-06-06 06:00:00,23.379,15.678,156,1.208,6.147,6.112,0.035
2023-06-06 07:00:00,26.503,13.629,156,1.25,6.98,6.939,0.041
2023-06-06 08:00:00,29.557,25.947,156,1.292,6.633,6.593,0.04
2023-06-06 09:00:00,27.19,45.411,156,1.333,5.68,5.645,0.035
2023-06-06 10:00:00,27.497,37.172,156,1.375,6.584,6.543,0.041
2023-06-06 11:00:00,25.443,89.065,156,1.417,2.55,2.534,0.016
2023-06-06 12:00:00,29.758,61.211,156,1.458,4.783,4.751,0.031
2023-06-06 13:00:00,33.465,87.614,156,1.5,2.562,2.545,0.017
2023-06-06 14:00:00,29.436,52.704,156,1.542,5.297,5.261,0.036
2023-06-06 15:00:00,28.042,8.987,156,1.583,8.417,8.359,0.058
2023-06-06 16:00:00,27.695,46.329,156,1.625,5.245,5.208,0.037
2023-06-06 17:00:00,25.823,82.203,156,1.667,2.489,2.471,0.018
2023-06-06 18:00:00,22.925,19.41,156,1.708,5.927,5.884,0.043
2023-06-06 19:00:00,24.903,9.121,156,1.75,5.625,5.583,0.041
2023-06-06 20:00:00,22.502,32.943,156,1.792,3.627,3.6,0.027
2023-06-06 21:00:00,21.051,38.89,156,1.833,2.587,2.567,0.02
2023-06-06 22:00:00,18.27,30.626,156,1.875,1.928,1.913,0.015
2023-06-06 23:00:00,22.328,13.524,156,1.917,1.158,1.149,0.009
2023-06-07 00:00:00,20.941,25.084,157,1.958,0.0,0.0,0.0
2023-06-07 01:00:00,18.676,68.228,157,2.0,0.563,0.559,0.005
2023-06-07 02:00:00,22.285,38.593,157,2.042,1.756,1.741,0.015
2023-06-07 03:00:00,20.081,63.255,157,2.083,1.81,1.794,0.015
2023-06-07 04:00:00,20.547,53.63,157,2.125,2.765,2.742,0.024
2023-06-07 05:00:00,21.798,54.905,157,2.167,3.302,3.274,0.029
2023-06-07 06:00:00,21.069,24.855,157,2.208,5.606,5.557,0.049
2023-06-07 07:00:00,26.849,52.154,157,2.25,4.444,4.405,0.039
2023-06-07 08:00:00,23.449,2.359,157,2.292,8.49,8.413,0.077
2023-06-07 09:00:00,25.69,43.174,157,2.333,5.894,5.841,0.054
2023-06-07 10:00:00,24.79,57.262,157,2.375,5.05,5.003,0.047
2023-06-07 11:00:00,29.269,18.2,157,2.417,8.231,8.154,0.077
2023-06-07 12:00:00,29.311,25.656,157,2.458,7.693,7.619,0.073
2023-06-07 13:00:00,28.788,21.953,157,2.5,7.947,7.871,0.077
2023-06-07 14:00:00,26.856,7.056,157,2.542,9.007,8.919,0.088
2023-06-07 15:00:00,25.803,34.786,157,2.583,6.534,6.47,0.065
2023-06-07 16:00:00,28.04,97.897,157,2.625,1.571,1.555,0.016
2023-06-07 17:00:00,24.804,35.388,157,2.667,5.594,5.537,0.057
2023-06-07 18:00:00,25.244,46.054,157,2.708,4.352,4.307,0.045
2023-06-07 19:00:00,21.547,65.309,157,2.75,2.774,2.746,0.029
2023-06-07 20:00:00,22.474,64.85,157,2.792,2.298,2.274,0.024
2023-06-07 21:00:00,23.683,94.989,157,2.833,0.798,0.789,0.008
2023-06-07 22:00:00,21.454,85.756,157,2.875,0.739,0.731,0.008
2023-06-07 23:00:00,18.957,79.395,157,2.917,0.442,0.437,0.005
2023-06-08 00:00:00,20.182,95.163,158,2.958,0.0,0.0,0.0
2023-06-08 01:00:00,19.357,23.077,158,3.0,1.054,1.043,0.012
2023-06-08 02:00:00,20.353,61.705,158,0.0,1.257,1.255,0.003
2023-06-08 03:00:00,20.481,88.72,158,0.042,0.998,0.995,0.002
2023-06-08 04:00:00,21.839,62.414,158,0.083,2.399,2.394,0.006
2023-06-08 05:00:00,23.798,97.742,158,0.125,1.129,1.126,0.003
2023-06-08 06:00:00,22.681,10.035,158,0.167,6.48,6.462,0.017
2023-06-08 07:00:00,23.93,43.933,158,0.208,5.029,5.015,0.014
2023-06-08 08:00:00,24.391,97.736,158,0.25,1.607,1.602,0.005
2023-06-08 09:00:00,25.003,37.957,158,0.292,6.316,6.297,0.019
2023-06-08 10:00:00,26.563,73.956,158,0.333,3.677,3.666,0.012
2023-06-08 11:00:00,29.816,3.04,158,0.375,9.431,9.4,0.031
2023-06-08 12:00:00,27.882,69.484,158,0.417,4.149,4.135,0.014
2023-06-08 13:00:00,30.525,93.463,158,0.458,2.132,2.124,0.008
2023-06-08 14:00:00,29.067,38.271,158,0.5,6.445,6.421,0.024
2023-06-08 15:00:00,24.266,2.13,158,0.542,9.075,9.04,0.034
2023-06-08 16:00:00,28.478,2.791,158,0.583,8.312,8.279,0.033
2023-06-08 17:00:00,27.583,89.202,158,0.625,2.01,2.002,0.008
2023-06-08 18:00:00,22.68,72.252,158,0.667,2.814,2.802,0.012
2023-06-08 19:00:00,24.214,10.669,158,0.708,5.546,5.523,0.024
2023-06-08 20:00:00,20.455,5.459,158,0.75,4.773,4.751,0.021
2023-06-08 21:00:00,21.328,80.483,158,0.792,1.26,1.255,0.006
2023-06-08 22:00:00,17.809,80.986,158,0.833,0.841,0.838,0.004
2023-06-08 23:00:00,16.252,12.052,158,0.875,1.174,1.169,0.006
2023-06-09 00:00:00,18.954,30.152,159,0.917,0.0,0.0,0.0
2023-06-09 01:00:00,19.643,78.003,159,0.958,0.457,0.455,0.002
2023-06-09 02:00:00,19.594,52.541,159,1.0,1.455,1.447,0.008
2023-06-09 03:00:00,18.816,95.658,159,1.042,0.776,0.772,0.004
2023-06-09 04:00:00,21.42,48.106,159,0.0,2.996,2.989,0.007
2023-06-09 05:00:00,23.964,67.696,159,0.042,2.653,2.647,0.006
2023-06-09 06:00:00,24.63,50.978,159,0.083,4.067,4.057,0.01
2023-06-09 07:00:00,26.379,94.297,159,0.125,1.688,1.683,0.004
2023-06-09 08:00:00,25.879,39.866,159,0.167,5.758,5.742,0.015
2023-06-09 09:00:00,30.599,22.98,159,0.208,7.26,7.24,0.02
2023-06-09 10:00:00,26.697,32.663,159,0.25,6.97,6.95,0.02
2023-06-09 11:00:00,30.524,85.278,159,0.292,2.79,2.781,0.009
2023-06-09 12:00:00,32.083,49.794,159,0.333,5.643,5.625,0.018
2023-06-09 13:00:00,30.511,35.425,159,0.375,6.795,6.773,0.022
2023-06-09 14:00:00,28.645,54.426,159,0.417,5.182,5.164,0.018
2023-06-09 15:00:00,27.199,13.323,159,0.458,8.123,8.094,0.029
2023-06-09 16:00:00,29.292,0.536,159,0.5,8.437,8.406,0.031
2023-06-09 17:00:00,23.168,28.058,159,0.542,6.079,6.055,0.023
2023-06-09 18:00:00,22.779,60.501,159,0.583,3.506,3.492,0.014
2023-06-09 19:00:00,22.63,71.168,159,0.625,2.477,2.467,0.01
2023-06-09 20:00:00,24.695,82.661,159,0.667,1.556,1.549,0.006
2023-06-09 21:00:00,21.944,92.666,159,0.708,0.872,0.868,0.004
2023-06-09 22:00:00,18.453,41.211,159,0.75,1.699,1.692,0.008
2023-06-09 23:00:00,19.269,74.052,159,0.792,0.5,0.498,0.002
2023-06-10 00:00:00,18.538,7.467,160,0.833,0.0,0.0,0.0
2023-06-10 01:00:00,18.518,5.753,160,0.875,1.243,1.237,0.006
2023-06-10 02:00:00,22.395,12.48,160,0.917,2.319,2.308,0.011
2023-06-10 03:00:00,18.488,44.857,160,0.958,2.396,2.384,0.012
2023-06-10 04:00:00,25.485,21.128,160,1.0,4.11,4.088,0.021
2023-06-10 05:00:00,25.129,28.692,160,1.042,4.629,4.604,0.025
2023-06-10 06:00:00,26.949,64.788,160,1.083,3.222,3.204,0.018
2023-06-10 07:00:00,25.135,35.852,160,1.125,5.559,5.529,0.031
2023-06-10 08:00:00,26.967,55.737,160,1.167,4.592,4.566,0.026
2023-06-10 09:00:00,25.436,41.24,160,1.208,6.05,6.015,0.035
2023-06-10 10:00:00,28.048,16.897,160,1.25,8.173,8.124,0.048
2023-06-10 11:00:00,30.584,7.402,160,1.292,9.043,8.988,0.055
2023-06-10 12:00:00,32.359,23.623,160,1.333,7.736,7.688,0.048
