timestamp,temperature_celsius,cloud_cover_percentage,uv_index,panel_angle_degrees,power_output_kw
2024-03-13 16:00:00,8.84,87.68,2.93,30,1.49
2024-03-13 17:00:00,9.97,52.75,4.62,20,4.41
2024-03-13 18:00:00,10.15,33.42,5.22,50,6.37
2024-03-13 19:00:00,7.9,20.79,5.0,40,7.77
2024-03-13 20:00:00,6.08,80.03,2.66,20,1.56
2024-03-13 21:00:00,6.66,62.45,2.34,40,2.08
2024-03-13 22:00:00,-1.54,46.81,0.83,20,0.85
2024-03-13 23:00:00,4.72,21.75,1.16,40,1.76
2024-03-14 00:00:00,2.15,33.42,0.16,20,0.27
2024-03-14 01:00:00,-0.04,95.98,0.31,40,0.11
2024-03-14 02:00:00,5.15,52.01,1.66,40,1.77
2024-03-14 03:00:00,7.67,40.07,2.9,20,3.32
2024-03-14 04:00:00,5.68,52.14,3.64,20,3.61
2024-03-14 05:00:00,9.07,77.9,2.14,30,1.45
2024-03-14 06:00:00,11.68,34.01,5.35,40,7.26
2024-03-14 07:00:00,12.38,17.87,7.74,20,11.24
2024-03-14 08:00:00,14.23,58.49,5.99,50,5.14
2024-03-14 09:00:00,13.47,66.52,5.57,50,4.22
2024-03-14 10:00:00,12.93,71.27,5.34,30,4.22
2024-03-14 11:00:00,10.08,88.2,4.91,50,2.22
2024-03-14 12:00:00,12.96,37.12,8.48,20,9.97
2024-03-14 13:00:00,11.6,7.54,9.35,40,16.65
2024-03-14 14:00:00,17.13,95.83,3.0,20,1.01
2024-03-14 15:00:00,11.64,43.5,6.42,50,6.98
2024-03-14 16:00:00,11.2,62.33,6.61,50,5.44
2024-03-14 17:00:00,10.85,66.63,3.62,20,2.72
2024-03-14 18:00:00,8.54,54.65,4.26,30,4.28
2024-03-14 19:00:00,10.55,20.53,4.55,20,6.43
2024-03-14 20:00:00,4.71,75.51,2.55,30,1.9
2024-03-14 21:00:00,5.31,80.38,1.17,50,0.64
2024-03-14 22:00:00,2.64,55.3,1.58,40,1.54
2024-03-14 23:00:00,0.98,48.86,0.0,40,0.03
2024-03-15 00:00:00,2.49,11.39,0.31,20,0.56
2024-03-15 01:00:00,3.81,8.4,1.84,30,3.28
2024-03-15 02:00:00,3.52,33.96,1.81,50,2.29
2024-03-15 03:00:00,3.79,31.08,2.97,40,4.22
2024-03-15 04:00:00,3.4,95.37,1.74,20,0.64
2024-03-15 05:00:00,7.25,78.36,3.0,20,1.74
2024-03-15 06:00:00,5.7,65.99,3.94,50,3.03
2024-03-15 07:00:00,11.52,51.76,5.58,50,5.39
2024-03-15 08:00:00,11.38,16.74,8.31,20,12.15
2024-03-15 09:00:00,9.33,97.85,2.81,20,0.87
2024-03-15 10:00:00,12.42,37.5,7.09,20,8.3
2024-03-15 11:00:00,12.04,10.69,9.66,30,16.65
2024-03-15 12:00:00,14.35,49.38,6.0,50,6.04
2024-03-15 13:00:00,16.22,87.4,3.15,20,1.41
2024-03-15 14:00:00,9.29,88.73,4.06,50,1.79
2024-03-15 15:00:00,12.48,1.1,9.42,20,15.88
2024-03-15 16:00:00,10.89,88.63,3.18,20,1.37
2024-03-15 17:00:00,11.35,27.15,6.21,20,8.07
2024-03-15 18:00:00,9.14,3.9,6.51,50,10.68
2024-03-15 19:00:00,5.91,84.78,2.21,20,1.03
2024-03-15 20:00:00,5.57,86.39,2.47,20,1.21
2024-03-15 21:00:00,3.58,59.62,1.72,50,1.41
2024-03-15 22:00:00,6.53,57.44,1.46,20,1.37
2024-03-15 23:00:00,3.92,81.31,0.15,40,0.09
2024-03-16 00:00:00,7.77,78.63,0.0,40,0.0
2024-03-16 01:00:00,4.02,89.01,0.97,20,0.32
2024-03-16 02:00:00,3.22,55.27,1.37,30,1.42
2024-03-16 03:00:00,2.41,96.76,1.45,50,0.47
2024-03-16 04:00:00,2.86,99.61,0.93,20,0.2
2024-03-16 05:00:00,4.51,11.65,5.24,50,8.05
2024-03-16 06:00:00,9.5,84.95,3.44,30,1.89
2024-03-16 07:00:00,11.28,49.98,6.58,30,7.29
2024-03-16 08:00:00,8.31,38.76,5.43,50,6.26
2024-03-16 09:00:00,14.29,61.31,5.36,30,4.96
2024-03-16 10:00:00,12.33,5.6,9.51,30,17.23
2024-03-16 11:00:00,14.09,50.65,6.26,50,6.15
2024-03-16 12:00:00,17.19,87.09,4.62,30,2.43
2024-03-16 13:00:00,15.59,21.35,8.07,40,12.58
2024-03-16 14:00:00,12.76,42.64,6.99,20,7.61
2024-03-16 15:00:00,10.72,93.95,3.19,40,1.28
2024-03-16 16:00:00,7.16,42.86,6.8,40,8.37
2024-03-16 17:00:00,8.82,35.84,5.7,20,6.84
2024-03-16 18:00:00,8.55,44.05,4.82,40,5.85
2024-03-16 19:00:00,5.7,51.95,4.45,20,4.36
2024-03-16 20:00:00,6.21,63.2,2.38,20,1.89
2024-03-16 21:00:00,5.59,80.07,1.82,50,1.04
2024-03-16 22:00:00,4.19,45.21,0.9,20,0.95
2024-03-16 23:00:00,2.84,81.75,0.05,20,0.06
2024-03-17 00:00:00,4.56,53.37,0.19,30,0.19
2024-03-17 01:00:00,5.28,33.85,0.52,30,0.71
2024-03-17 02:00:00,2.71,65.8,1.18,40,1.02
2024-03-17 03:00:00,8.51,71.77,2.24,20,1.56
2024-03-17 04:00:00,6.53,55.8,2.85,20,2.62
2024-03-17 05:00:00,7.97,5.66,6.27,50,10.16
2024-03-17 06:00:00,10.64,16.99,6.38,20,9.31
2024-03-17 07:00:00,10.99,28.53,6.64,50,8.62
2024-03-17 08:00:00,13.63,28.26,7.65,20,10.02
2024-03-17 09:00:00,13.34,67.34,5.25,30,4.29
2024-03-17 10:00:00,12.33,1.83,10.31,30,19.24
2024-03-17 11:00:00,14.78,75.57,5.38,30,3.82
2024-03-17 12:00:00,11.94,26.53,7.97,40,11.81
2024-03-17 13:00:00,14.27,31.0,8.51,20,10.74
2024-03-17 14:00:00,13.49,52.79,6.39,30,6.84
2024-03-17 15:00:00,12.35,21.59,7.71,50,10.76
2024-03-17 16:00:00,11.47,88.45,3.69,30,1.82
2024-03-17 17:00:00,6.76,8.54,8.04,20,12.72
2024-03-17 18:00:00,8.13,44.44,5.2,30,6.23
2024-03-17 19:00:00,8.12,84.94,3.55,20,1.74
2024-03-17 20:00:00,7.05,61.58,3.49,20,2.92
2024-03-17 21:00:00,3.63,29.23,3.34,30,4.84
2024-03-17 22:00:00,7.43,42.08,1.35,50,1.5
2024-03-17 23:00:00,2.66,70.67,0.6,40,0.55
2024-03-18 00:00:00,6.42,97.33,0.04,20,0.08
2024-03-18 01:00:00,5.51,89.31,0.88,40,0.48
2024-03-18 02:00:00,3.86,34.24,2.32,30,3.27
2024-03-18 03:00:00,9.5,99.82,1.36,20,0.38
2024-03-18 04:00:00,4.6,0.35,5.05,20,8.53
2024-03-18 05:00:00,10.03,2.76,6.34,30,11.8
2024-03-18 06:00:00,11.48,82.38,2.76,40,1.63
2024-03-18 07:00:00,9.44,19.95,7.73,50,10.95
2024-03-18 08:00:00,14.77,6.08,7.29,30,13.09
2024-03-18 09:00:00,12.52,23.71,8.51,30,13.0
2024-03-18 10:00:00,14.39,42.61,6.89,50,7.48
2024-03-18 11:00:00,14.83,73.06,5.59,50,3.71
2024-03-18 12:00:00,14.22,62.43,6.02,50,4.91
2024-03-18 13:00:00,15.93,23.76,8.52,50,11.59
2024-03-18 14:00:00,15.4,50.33,6.7,30,7.3
2024-03-18 15:00:00,9.52,92.62,3.94,50,1.44
2024-03-18 16:00:00,14.59,81.5,3.79,40,2.27
2024-03-18 17:00:00,7.45,32.32,6.74,50,8.4
2024-03-18 18:00:00,11.55,98.23,1.9,20,0.6
2024-03-18 19:00:00,10.44,70.86,3.21,20,2.23
2024-03-18 20:00:00,4.8,6.24,5.21,50,8.35
2024-03-18 21:00:00,5.13,3.52,4.23,30,7.83
2024-03-18 22:00:00,2.94,16.84,2.53,30,4.04
2024-03-18 23:00:00,4.22,72.79,0.48,40,0.24
2024-03-19 00:00:00,4.13,18.37,0.45,30,0.71
2024-03-19 01:00:00,6.47,51.15,0.53,40,0.55
2024-03-19 02:00:00,8.03,9.33,3.3,40,5.84
2024-03-19 03:00:00,9.0,92.09,1.44,40,0.64
2024-03-19 04:00:00,6.12,34.4,3.08,50,3.82
2024-03-19 05:00:00,8.03,90.81,1.8,30,0.81
2024-03-19 06:00:00,6.37,94.49,2.64,20,0.98
2024-03-19 07:00:00,9.42,0.61,7.97,40,15.05
2024-03-19 08:00:00,14.17,46.41,6.97,20,7.33
2024-03-19 09:00:00,16.51,2.47,8.57,40,15.93
2024-03-19 10:00:00,11.6,90.87,3.83,30,1.81
2024-03-19 11:00:00,13.39,51.84,5.96,50,5.7
2024-03-19 12:00:00,14.69,7.49,9.25,40,16.46
2024-03-19 13:00:00,15.13,11.03,10.03,40,17.3
2024-03-19 14:00:00,12.45,38.35,6.62,20,7.72
2024-03-19 15:00:00,14.13,94.02,3.74,50,1.27
2024-03-19 16:00:00,11.29,69.29,4.86,30,3.88
2024-03-19 17:00:00,11.01,86.76,3.33,40,1.74
2024-03-19 18:00:00,10.83,36.65,5.6,30,7.29
2024-03-19 19:00:00,8.46,4.32,5.33,50,8.72
2024-03-19 20:00:00,6.37,97.43,2.58,20,0.75
2024-03-19 21:00:00,5.99,1.72,4.75,50,7.84
2024-03-19 22:00:00,5.23,94.77,0.98,50,0.34
2024-03-19 23:00:00,4.17,36.87,2.2,50,2.57
2024-03-20 00:00:00,4.48,1.01,0.0,50,0.0
2024-03-20 01:00:00,8.37,68.92,0.91,30,0.75
2024-03-20 02:00:00,6.79,98.05,1.61,30,0.52
2024-03-20 03:00:00,5.87,96.56,1.13,20,0.47
2024-03-20 04:00:00,8.89,16.09,3.77,40,6.21
2024-03-20 05:00:00,8.04,18.12,4.55,40,7.4
2024-03-20 06:00:00,12.35,56.55,5.44,50,4.8
2024-03-20 07:00:00,12.03,63.73,4.3,50,3.38
2024-03-20 08:00:00,12.29,73.94,4.3,30,3.17
2024-03-20 09:00:00,14.43,18.11,7.57,40,12.2
2024-03-20 10:00:00,11.19,95.9,3.96,20,1.3
2024-03-20 11:00:00,12.58,63.87,5.3,50,4.12
2024-03-20 12:00:00,12.61,84.7,4.11,30,2.33
2024-03-20 13:00:00,15.12,54.01,6.49,50,6.1
2024-03-20 14:00:00,17.8,41.43,6.46,50,7.2
2024-03-20 15:00:00,18.0,97.72,3.13,30,1.08
2024-03-20 16:00:00,13.78,58.21,6.0,40,5.81
2024-03-20 17:00:00,12.3,86.69,3.56,40,1.88
2024-03-20 18:00:00,6.4,95.33,2.64,50,0.86
2024-03-20 19:00:00,7.62,67.54,3.45,40,2.83
2024-03-20 20:00:00,5.92,54.89,2.98,30,3.13
2024-03-20 21:00:00,5.22,0.35,4.82,40,9.03
2024-03-20 22:00:00,5.33,4.0,2.11,50,3.51
2024-03-20 23:00:00,4.23,20.09,1.24,50,1.82
2024-03-21 00:00:00,1.3,18.6,0.06,30,0.13
2024-03-21 01:00:00,6.92,25.48,1.59,50,2.15
2024-03-21 02:00:00,3.78,30.49,2.61,40,3.68
2024-03-21 03:00:00,7.2,36.01,2.89,30,3.81
2024-03-21 04:00:00,11.91,42.05,3.74,50,4.02
2024-03-21 05:00:00,7.13,9.89,5.85,30,10.2
2024-03-21 06:00:00,5.2,4.24,5.74,30,10.49
2024-03-21 07:00:00,10.98,67.39,3.57,40,2.94
2024-03-21 08:00:00,14.96,53.73,5.26,40,5.51
2024-03-21 09:00:00,17.71,44.41,6.22,20,6.67
2024-03-21 10:00:00,12.13,63.44,4.97,30,4.42
2024-03-21 11:00:00,16.08,82.77,4.82,40,2.92
2024-03-21 12:00:00,14.33,42.77,7.15,50,7.86
2024-03-21 13:00:00,14.88,64.11,5.57,20,4.45
2024-03-21 14:00:00,19.88,95.36,2.89,20,1.0
2024-03-21 15:00:00,10.79,83.96,4.05,50,2.09
2024-03-21 16:00:00,13.27,42.6,4.89,40,5.94
2024-03-21 17:00:00,12.49,64.47,4.44,30,3.94
2024-03-21 18:00:00,12.43,17.71,6.27,20,9.07
2024-03-21 19:00:00,9.16,56.05,3.93,50,3.51
2024-03-21 20:00:00,8.37,98.13,0.95,50,0.29
2024-03-21 21:00:00,5.94,51.83,2.62,50,2.51
2024-03-21 22:00:00,6.47,92.76,0.47,50,0.3
2024-03-21 23:00:00,4.74,40.73,0.54,20,0.63
2024-03-22 00:00:00,6.76,99.88,0.36,30,0.19
2024-03-22 01:00:00,4.95,57.92,1.81,40,1.83
2024-03-22 02:00:00,6.94,4.23,2.54,50,4.17
2024-03-22 03:00:00,6.92,58.68,1.92,50,1.65
2024-03-22 04:00:00,10.27,27.46,4.18,30,6.04
2024-03-22 05:00:00,9.12,3.25,6.43,30,11.83
2024-03-22 06:00:00,6.97,82.09,3.51,40,2.14
2024-03-22 07:00:00,14.33,27.57,7.85,20,10.26
2024-03-22 08:00:00,11.2,79.65,3.7,30,2.38
2024-03-22 09:00:00,12.74,28.82,7.59,20,9.7
2024-03-22 10:00:00,13.66,19.43,9.18,20,13.1
2024-03-22 11:00:00,18.09,97.39,4.22,50,1.41
2024-03-22 12:00:00,11.24,36.16,6.61,20,7.77
2024-03-22 13:00:00,21.62,60.14,5.94,50,5.05
2024-03-22 14:00:00,16.96,61.0,6.47,50,5.48
2024-03-22 15:00:00,14.5,56.05,7.23,40,7.41
2024-03-22 16:00:00,12.91,91.47,3.73,20,1.48
2024-03-22 17:00:00,12.38,67.44,4.18,30,3.52
2024-03-22 18:00:00,11.56,40.37,4.66,30,5.95
2024-03-22 19:00:00,10.51,86.24,3.7,30,2.0
2024-03-22 20:00:00,9.13,18.11,4.76,40,7.74
2024-03-22 21:00:00,7.16,54.42,2.01,50,1.87
2024-03-22 22:00:00,5.79,95.06,0.85,50,0.32
2024-03-22 23:00:00,5.38,62.54,0.92,30,0.8
2024-03-23 00:00:00,5.38,81.7,0.27,50,0.14
2024-03-23 01:00:00,8.21,65.36,0.29,50,0.24
2024-03-23 02:00:00,7.63,83.94,0.83,40,0.44
2024-03-23 03:00:00,1.36,94.45,0.59,20,0.2
2024-03-23 04:00:00,9.59,27.29,4.61,20,6.09
2024-03-23 05:00:00,9.87,16.97,5.23,40,8.63
2024-03-23 06:00:00,10.74,48.4,5.02,40,5.59
2024-03-23 07:00:00,11.29,70.19,4.93,50,3.58
2024-03-23 08:00:00,15.52,22.72,7.46,40,11.48
2024-03-23 09:00:00,16.2,0.41,9.16,50,15.56
2024-03-23 10:00:00,13.56,34.29,7.55,20,9.22
2024-03-23 11:00:00,16.42,96.89,3.54,40,1.37
2024-03-23 12:00:00,13.83,69.5,5.99,50,4.25
2024-03-23 13:00:00,12.84,40.13,7.42,20,8.38
2024-03-23 14:00:00,13.85,19.26,8.15,20,11.62
2024-03-23 15:00:00,16.03,35.61,7.57,30,10.1
2024-03-23 16:00:00,15.18,16.98,8.29,20,12.17
2024-03-23 17:00:00,13.09,10.63,6.7,40,11.6
2024-03-23 18:00:00,12.22,90.67,3.56,40,1.57
2024-03-23 19:00:00,10.51,99.77,2.22,50,0.61
2024-03-23 20:00:00,6.99,16.41,4.59,40,7.46
2024-03-23 21:00:00,8.1,5.45,4.19,20,6.79
2024-03-23 22:00:00,8.04,32.97,1.74,50,2.17
2024-03-23 23:00:00,7.45,46.17,1.38,20,1.41
2024-03-24 00:00:00,8.41,20.48,0.0,30,0.0
2024-03-24 01:00:00,7.62,30.14,0.31,50,0.38
2024-03-24 02:00:00,7.4,20.09,1.74,30,2.76
2024-03-24 03:00:00,9.64,77.43,2.14,50,1.31
2024-03-24 04:00:00,8.48,71.26,2.15,40,1.7
2024-03-24 05:00:00,7.97,63.5,4.32,20,3.57
2024-03-24 06:00:00,10.71,38.72,5.84,50,6.73
2024-03-24 07:00:00,10.84,90.9,3.79,40,1.78
2024-03-24 08:00:00,12.18,96.95,3.13,40,1.06
2024-03-24 09:00:00,14.28,17.36,8.3,40,13.47
2024-03-24 10:00:00,13.78,22.3,7.63,30,11.78
2024-03-24 11:00:00,15.25,52.56,6.94,40,7.36
2024-03-24 12:00:00,12.24,9.13,9.58,50,15.02
2024-03-24 13:00:00,16.29,43.64,7.31,30,8.84
2024-03-24 14:00:00,15.36,58.18,6.76,20,5.89
2024-03-24 15:00:00,12.93,52.21,5.72,40,6.27
2024-03-24 16:00:00,14.85,33.09,6.69,50,8.26
2024-03-24 17:00:00,14.2,54.24,5.23,50,4.97
2024-03-24 18:00:00,7.82,95.88,2.08,30,0.87
2024-03-24 19:00:00,8.21,20.6,5.16,20,7.23
2024-03-24 20:00:00,6.99,65.48,3.06,30,2.65
2024-03-24 21:00:00,5.62,4.34,3.55,40,6.49
2024-03-24 22:00:00,8.36,6.64,3.13,20,5.02
2024-03-24 23:00:00,5.81,55.18,0.07,20,0.02
2024-03-25 00:00:00,5.76,10.49,0.56,20,0.85
2024-03-25 01:00:00,2.45,2.23,1.62,30,3.03
2024-03-25 02:00:00,8.23,17.15,2.01,50,2.94
2024-03-25 03:00:00,5.28,56.48,1.92,30,1.95
2024-03-25 04:00:00,8.91,70.33,1.62,50,1.13
2024-03-25 05:00:00,10.55,20.25,4.87,30,7.73
2024-03-25 06:00:00,14.01,66.83,4.44,50,3.34
2024-03-25 07:00:00,9.97,18.25,6.94,50,10.07
2024-03-25 08:00:00,7.75,61.35,5.7,20,4.64
2024-03-25 09:00:00,15.19,41.2,6.39,50,7.17
2024-03-25 10:00:00,19.22,65.38,5.8,40,5.04
2024-03-25 11:00:00,18.6,99.51,2.98,40,0.93
2024-03-25 12:00:00,16.71,93.78,3.27,50,1.19
2024-03-25 13:00:00,15.14,0.43,9.83,50,16.68
2024-03-25 14:00:00,17.23,88.54,3.62,50,1.66
2024-03-25 15:00:00,12.88,6.65,8.06,50,12.85
2024-03-25 16:00:00,14.74,95.3,3.07,20,1.1
2024-03-25 17:00:00,13.59,28.18,6.5,40,9.42
2024-03-25 18:00:00,13.41,38.2,5.9,20,6.9
2024-03-25 19:00:00,15.51,9.16,6.18,40,10.76
2024-03-25 20:00:00,9.57,11.23,5.24,50,8.19
2024-03-25 21:00:00,6.74,72.67,2.33,40,1.7
2024-03-25 22:00:00,6.91,94.43,1.13,40,0.53
2024-03-25 23:00:00,2.92,61.07,0.16,30,0.15
2024-03-26 00:00:00,5.16,71.59,0.07,30,0.02
2024-03-26 01:00:00,5.9,76.2,0.94,50,0.6
2024-03-26 02:00:00,6.17,26.28,2.86,20,3.85
2024-03-26 03:00:00,8.32,4.52,4.05,30,7.34
2024-03-26 04:00:00,7.4,0.19,5.61,50,9.56
2024-03-26 05:00:00,12.49,35.06,4.15,20,4.99
2024-03-26 06:00:00,11.55,24.15,5.77,30,8.79
2024-03-26 07:00:00,12.82,6.23,7.82,40,14.08
2024-03-26 08:00:00,13.39,17.95,8.2,30,13.23
2024-03-26 09:00:00,15.39,12.45,8.4,50,12.74
2024-03-26 10:00:00,17.53,91.49,3.73,30,1.72
2024-03-26 11:00:00,14.64,14.03,9.33,30,15.69
2024-03-26 12:00:00,15.23,53.76,5.85,20,5.52
2024-03-26 13:00:00,15.77,59.31,6.8,20,5.87
2024-03-26 14:00:00,13.18,54.35,5.72,40,5.99
2024-03-26 15:00:00,13.44,9.91,7.67,50,12.03
2024-03-26 16:00:00,13.09,31.88,6.82,40,9.43
2024-03-26 17:00:00,14.59,5.13,8.51,40,15.36
2024-03-26 18:00:00,12.07,39.57,5.5,30,7.09
2024-03-26 19:00:00,10.64,18.86,5.7,40,9.06
2024-03-26 20:00:00,10.75,56.16,3.15,20,2.79
2024-03-26 21:00:00,7.74,69.28,1.98,40,1.58
2024-03-26 22:00:00,8.0,53.21,0.9,50,0.77
2024-03-26 23:00:00,6.51,43.42,0.0,40,0.0
2024-03-27 00:00:00,7.33,38.73,0.1,50,0.07
2024-03-27 01:00:00,5.81,84.17,1.23,50,0.61
2024-03-27 02:00:00,2.6,21.94,2.38,40,3.71
2024-03-27 03:00:00,8.0,73.42,2.27,40,1.65
2024-03-27 04:00:00,12.15,75.75,3.27,40,2.27
2024-03-27 05:00:00,12.36,41.92,4.55,50,5.05
2024-03-27 06:00:00,13.73,29.73,5.61,20,7.22
2024-03-27 07:00:00,15.57,47.05,5.04,30,5.9
2024-03-27 08:00:00,14.48,9.32,9.13,40,15.99
2024-03-27 09:00:00,15.73,4.59,9.22,30,16.94
2024-03-27 10:00:00,14.9,11.16,8.47,40,14.64
2024-03-27 11:00:00,16.0,18.71,8.09,50,11.55
2024-03-27 12:00:00,18.03,50.42,7.27,50,7.1
2024-03-27 13:00:00,19.04,84.91,3.78,30,2.07
2024-03-27 14:00:00,15.85,23.56,9.07,20,12.46
2024-03-27 15:00:00,14.44,93.52,2.1,50,0.76
2024-03-27 16:00:00,14.3,95.49,3.86,30,1.4
2024-03-27 17:00:00,14.3,95.89,3.11,50,1.05
2024-03-27 18:00:00,8.92,83.76,3.18,40,1.73
2024-03-27 19:00:00,5.92,36.38,4.52,30,5.94
2024-03-27 20:00:00,8.2,7.27,5.7,30,10.15
2024-03-27 21:00:00,5.83,56.88,2.73,40,2.73
2024-03-27 22:00:00,6.46,55.87,1.17,30,1.24
2024-03-27 23:00:00,6.68,85.0,0.0,40,0.03
2024-03-28 00:00:00,6.15,99.6,0.09,20,0.0
2024-03-28 01:00:00,10.13,50.82,0.86,40,0.93
2024-03-28 02:00:00,8.38,34.52,1.23,20,1.5
2024-03-28 03:00:00,9.12,18.59,3.32,30,5.33
2024-03-28 04:00:00,10.8,0.48,4.7,40,8.88
2024-03-28 05:00:00,8.49,50.91,4.03,30,4.32
2024-03-28 06:00:00,14.14,55.55,4.82,20,4.34
2024-03-28 07:00:00,13.2,82.49,4.32,50,2.27
2024-03-28 08:00:00,15.9,50.46,6.2,50,5.95
2024-03-28 09:00:00,13.45,91.65,3.23,50,1.33
2024-03-28 10:00:00,13.28,62.81,5.8,50,4.63
2024-03-28 11:00:00,18.52,84.03,4.39,50,2.27
2024-03-28 12:00:00,17.81,14.83,8.35,20,12.46
2024-03-28 13:00:00,15.08,85.53,4.46,50,2.15
2024-03-28 14:00:00,14.65,67.51,6.24,50,4.69
2024-03-28 15:00:00,17.85,17.02,8.21,30,13.42
2024-03-28 16:00:00,12.18,18.98,6.77,40,10.81
2024-03-28 17:00:00,16.64,92.65,3.05,40,1.3
2024-03-28 18:00:00,10.26,3.22,6.31,40,11.73
2024-03-28 19:00:00,12.04,46.25,4.64,40,5.43
2024-03-28 20:00:00,8.9,31.35,4.22,20,5.35
2024-03-28 21:00:00,9.73,66.51,2.04,40,1.61
2024-03-28 22:00:00,6.64,83.96,0.97,30,0.56
2024-03-28 23:00:00,6.9,36.04,0.89,20,0.97
2024-03-29 00:00:00,7.4,42.69,0.0,50,0.0
2024-03-29 01:00:00,5.48,98.19,0.06,30,0.06
2024-03-29 02:00:00,9.47,78.39,0.54,30,0.44
2024-03-29 03:00:00,7.75,89.72,2.11,50,0.86
2024-03-29 04:00:00,9.36,43.88,3.34,50,3.58
2024-03-29 05:00:00,9.03,23.41,5.22,30,7.98
2024-03-29 06:00:00,7.19,41.19,5.27,20,5.84
2024-03-29 07:00:00,13.23,71.61,4.31,50,3.0
2024-03-29 08:00:00,19.64,10.94,7.44,40,12.85
2024-03-29 09:00:00,17.42,27.05,6.74,30,9.92
2024-03-29 10:00:00,16.61,4.66,9.06,30,16.58
2024-03-29 11:00:00,16.62,43.23,7.25,50,7.89
2024-03-29 12:00:00,17.36,82.74,4.12,50,2.13
2024-03-29 13:00:00,18.24,2.47,9.57,40,17.81
2024-03-29 14:00:00,14.28,67.53,6.37,40,5.25
2024-03-29 15:00:00,18.08,93.25,2.57,40,1.1
2024-03-29 16:00:00,16.25,23.69,6.91,40,10.59
2024-03-29 17:00:00,15.05,69.36,5.21,30,4.12
2024-03-29 18:00:00,13.19,97.51,2.45,50,0.7
2024-03-29 19:00:00,11.06,96.23,1.83,20,0.62
2024-03-29 20:00:00,11.16,23.49,4.8,50,6.53
2024-03-29 21:00:00,9.96,10.03,3.6,50,5.61
2024-03-29 22:00:00,7.28,14.83,2.16,40,3.61
2024-03-29 23:00:00,6.34,70.2,0.79,40,0.52
2024-03-30 00:00:00,7.77,72.58,0.0,30,0.03
2024-03-30 01:00:00,10.84,67.42,0.21,40,0.12
2024-03-30 02:00:00,5.76,33.61,1.95,30,2.67
2024-03-30 03:00:00,6.1,16.98,2.89,50,4.18
2024-03-30 04:00:00,10.4,58.08,3.07,50,2.67
2024-03-30 05:00:00,11.38,48.37,4.3,50,4.45
2024-03-30 06:00:00,12.92,72.88,4.06,30,3.05
2024-03-30 07:00:00,14.35,44.14,6.16,30,7.45
2024-03-30 08:00:00,14.62,33.86,6.5,30,8.88
2024-03-30 09:00:00,19.08,29.35,7.68,40,11.06
2024-03-30 10:00:00,13.7,21.15,8.54,20,11.99
2024-03-30 11:00:00,15.74,26.57,8.32,40,12.32
2024-03-30 12:00:00,17.36,9.48,9.13,20,14.35
2024-03-30 13:00:00,14.11,34.69,7.11,40,9.61
2024-03-30 14:00:00,16.55,3.66,9.67,50,16.06
2024-03-30 15:00:00,19.43,18.64,7.24,30,11.66
2024-03-30 16:00:00,15.11,74.68,4.21,40,2.97
2024-03-30 17:00:00,14.32,32.55,4.94,30,6.82
2024-03-30 18:00:00,10.05,66.82,3.25,40,2.76
2024-03-30 19:00:00,10.04,71.69,2.74,50,1.88
2024-03-30 20:00:00,9.32,58.12,3.61,30,3.57
2024-03-30 21:00:00,8.4,95.87,1.73,50,0.63
2024-03-30 22:00:00,10.8,2.14,2.27,20,3.73
2024-03-30 23:00:00,8.86,73.87,1.03,30,0.81
2024-03-31 00:00:00,5.6,95.88,0.44,40,0.14
2024-03-31 01:00:00,8.49,86.23,0.47,30,0.22
2024-03-31 02:00:00,9.49,16.79,1.61,20,2.32
2024-03-31 03:00:00,11.57,32.68,2.89,20,3.61
2024-03-31 04:00:00,13.48,17.25,4.38,40,7.11
2024-03-31 05:00:00,9.5,60.13,3.03,50,2.54
2024-03-31 06:00:00,11.2,71.22,3.9,30,2.99
2024-03-31 07:00:00,11.6,31.71,6.4,50,7.91
2024-03-31 08:00:00,14.86,53.95,5.77,50,5.35
2024-03-31 09:00:00,17.29,69.09,5.12,40,4.07
2024-03-31 10:00:00,19.13,42.13,7.31,30,9.0
2024-03-31 11:00:00,17.5,85.4,4.18,20,2.08
2024-03-31 12:00:00,17.18,77.15,4.96,40,3.39
2024-03-31 13:00:00,17.96,6.47,9.29,50,15.0
2024-03-31 14:00:00,15.48,62.11,5.37,20,4.45
2024-03-31 15:00:00,20.54,23.53,8.46,50,11.53
2024-03-31 16:00:00,12.11,55.75,4.42,30,4.5
2024-03-31 17:00:00,14.49,95.69,3.31,50,1.14
2024-03-31 18:00:00,16.87,87.91,2.62,20,1.08
2024-03-31 19:00:00,11.54,40.45,4.07,30,5.07
2024-03-31 20:00:00,9.94,29.15,4.16,40,5.97
2024-03-31 21:00:00,8.57,23.44,2.48,50,3.39
2024-03-31 22:00:00,8.13,53.25,1.26,30,1.36
2024-03-31 23:00:00,10.74,11.42,0.78,30,1.37
2024-04-01 00:00:00,3.65,54.93,0.0,40,0.0
2024-04-01 01:00:00,11.31,0.13,0.9,40,1.74
2024-04-01 02:00:00,5.9,32.38,2.83,20,3.52
2024-04-01 03:00:00,9.01,21.99,4.16,30,6.49
2024-04-01 04:00:00,9.72,97.12,0.75,30,0.33
2024-04-01 05:00:00,12.96,72.72,3.41,20,2.28
2024-04-01 06:00:00,9.88,34.97,5.85,50,7.11
2024-04-01 07:00:00,15.3,9.28,7.71,30,13.48
2024-04-01 08:00:00,19.63,51.68,5.35,30,5.74
2024-04-01 09:00:00,13.89,21.34,7.8,50,10.93
